method,__init__,1,10,,,,,
method,set,1,4,,,,,
method,set_state,1,4,,,,,
method,current_state,1,3,,,,,
method,is_terminal,1,3,,,,,
method,move,1,12,,,,,1
method,undo_move,1,11,,,,,
method,game_over,1,3,,,,,
method,all_states,1,3,,,,,
method,standard_grid,1,119,,,,,
method,negative_grid,1,106,,,,,
method,print_values,1,15,,,,,
method,print_policy,1,8,,,,,
method,print_qtable,1,14,,,,,
method,max_dict,1,10,,,,,
method,random_action,1,8,,,,,
class,gridWorldGame:,1,465,,,18,,
method,QLearning,1,131,,27.29411765,,,
