method,show_values,0,18,,,,,
method,show_values,1,2,,,,,
method,__init__,1,7,,,,,
method,define_actions,1,22,,,,,
method,get_board,1,3,,,,,
method,get_current_state,1,3,,,,,
method,get_possible_actions,1,3,,,,,
method,do_action,1,20,,,,,2
method,init_state,1,9,,,,,
class,Gridworld:,1,77,,,11,,
method,is_terminal,1,7,,9.4,,,
method,is_terminal,2,2,,,,,
method,__init__,2,13,,,,,
method,run_episode,2,14,,,,,
method,run_value_iteration,2,10,,,,,
method,action_function,2,3,,,,,
method,choose_best_action,2,18,,,,,
class,QLearning:,2,93,,,8,,
method,choose_action,2,32,,13.14285714,,,
