method,__init__,1,54,,,
method,reset,1,31,,,
method,get_next_state,1,15,,,1
method,step,1,19,,,
method,plot_state_value_grid,1,5,,,
method,plot_action_value,1,72,,,
method,quatromatrix,1,29,,,
class,fourrooms():,1,245,,,9
method,get_action,1,19,,30.5,
