method,__init__,1,11
method,collect_aggregate_rewards,1,17
method,show_plots,1,22
class,Utilities():,1,68
method,format_time,1,13
method,format_time,2,1
method,__init__,2,70
method,build_model,2,112
method,evaluate,2,40
method,get_batch,2,36
method,learn,2,18
method,load_weights,2,6
method,predict,2,21
method,remember,2,11
method,save_weights,2,6
method,train,2,54
method,is_best,2,35
method,merge_tuple,2,4
class,DQAgent(Utilities):,2,418
method,get_available_gpus,2,3
