method,__init__,1,21,,,,
method,get_current_state,1,3,,,,
method,get_posible_actions,1,13,,,,
method,do_action,1,14,,,,
method,reset,1,3,,,,
class,GridWorld:,1,59,,,,
method,is_terminal,1,4,,,,
method,is_terminal,2,0,,,,5
method,__init__,2,6,,,,
method,get_posible_actions,2,28,,,,
method,do_action,2,45,,,,
class,TaxiGrid(GridWorld):,2,85,,,13,
method,reset,2,5,,12.90909091,,
method,reset,3,0,,,,
method,__init__,3,9,,,,
method,e_soft_action,3,6,,,,
method,greedify,3,13,,,,
method,run_episode,3,22,,,,
class,SARSA:,3,104,,,,
method,SARSA_alg,3,53,,,,
method,SARSA_alg,4,0,,,,
method,__init__,4,9,,,,
method,e_soft_action,4,6,,,,
method,run_episode,4,20,,,,
class,Q_learning(SARSA):,4,90,,,,
method,Q_learning_alg,4,54,,,,
method,Q_learning_alg,5,0,,,,
method,__init__,5,14,,,,
method,e_soft_action,5,6,,,,
method,run_episode,5,29,,,,
class,Q_learning_taxi(Q_learning):,5,134,,,19,
method,Q_learning_alg,5,84,,20.3125,,
